id,timestamp_utc,ws_ms,wd_deg,month,hour_of_day,temperature,humidity,pm25,pm10,pm25_lag1,pm25_lag2,pm10_lag1,pm10_lag2,pm25_rm3,pm10_rm3,current_aqi,predicted_aqi_3h,created_at
35349,2026-02-19 02:34:21+00,2.06,10,2,2,25.14,69,19.12,25.99,19.83,20.97,26.67,27.85,19.97,26.84,32,39,2026-02-18 21:04:24.97646+00
35619,2026-03-05 02:26:39+00,6.12,347,3,2,27.25,65,78.19,105.55,83.08,91.42,110.44,119.99,84.23,111.99,161,148,2026-03-04 20:56:43.024099+00
35350,2026-02-19 03:27:05+00,3.09,10,2,3,24.14,73,18.83,25.77,19.12,19.83,25.99,26.67,19.26,26.14,31,34,2026-02-18 21:57:08.407879+00
35620,2026-03-05 03:26:44+00,1.54,220,3,3,29.14,34,76.47,104.75,78.19,83.08,105.55,110.44,79.25,106.91,155,143,2026-03-04 21:56:48.590197+00
35351,2026-02-19 04:30:19+00,0,0,2,4,24.14,73,18.76,25.88,18.83,19.12,25.77,25.99,18.9,25.88,31,38,2026-02-18 23:00:23.776732+00
35621,2026-03-05 04:27:13+00,0,0,3,4,27.14,41,77.1,106.89,76.47,78.19,104.75,105.55,77.25,105.73,157,152,2026-03-04 22:57:17.624944+00
35352,2026-02-19 05:23:33+00,1.54,30,2,5,24.14,73,18.92,26.32,18.76,18.83,25.88,25.77,18.84,25.99,32,38,2026-02-18 23:53:37.282989+00
35622,2026-03-05 05:21:55+00,4.57,13,3,5,26.98,60,78.15,109.93,77.1,76.47,106.89,104.75,77.24,107.19,161,162,2026-03-04 23:51:59.504986+00
35353,2026-02-19 08:51:50+00,2.06,10,2,8,25.14,57,20.8,29.33,18.92,18.76,26.32,25.88,19.49,27.18,35,46,2026-02-19 03:21:54.127935+00
35623,2026-03-05 08:44:08+00,1.54,70,3,8,30.14,35,76.52,116.88,78.15,77.1,109.93,106.89,77.26,111.23,156,147,2026-03-05 03:14:12.166012+00
35354,2026-02-19 10:39:31+00,2.57,290,2,10,28.14,44,23.67,33.15,20.8,18.92,29.33,26.32,21.13,29.6,39,42,2026-02-19 05:09:36.06923+00
35624,2026-03-05 10:29:21+00,3.6,40,3,10,34.14,26,81.54,124.73,76.52,78.15,116.88,109.93,78.74,117.18,172,154,2026-03-05 04:59:25.293615+00
35355,2026-02-19 12:06:33+00,3.6,280,2,12,30.14,51,29.8,40.37,23.67,20.8,33.15,29.33,24.76,34.28,50,48,2026-02-19 06:36:37.161437+00
35625,2026-03-05 11:37:10+00,5.14,40,3,11,37.14,22,94.82,140.66,81.54,76.52,124.73,116.88,84.29,127.42,217,173,2026-03-05 06:07:14.246269+00
35356,2026-02-19 13:33:11+00,4.63,260,2,13,30.14,54,33.22,44.25,29.8,23.67,40.37,33.15,28.9,39.26,56,61,2026-02-19 08:03:15.183287+00
35626,2026-03-05 12:55:22+00,4.63,70,3,12,37.14,18,113.77,163.13,94.82,81.54,140.66,124.73,96.71,142.84,279,225,2026-03-05 07:25:25.653238+00
35357,2026-02-19 14:40:08+00,5.14,280,2,14,29.14,58,35.18,46.42,33.22,29.8,44.25,40.37,32.73,43.68,59,62,2026-02-19 09:10:11.551924+00
35627,2026-03-05 13:30:18+00,5.14,80,3,13,38.14,14,129.36,182.39,113.77,94.82,163.13,140.66,112.65,162.06,308,235,2026-03-05 08:00:21.553858+00
35358,2026-02-19 15:40:33+00,5.14,280,2,15,29.14,54,34.66,45.93,35.18,33.22,46.42,44.25,34.35,45.53,59,64,2026-02-19 10:10:37.483534+00
35628,2026-03-05 14:36:45+00,7.2,320,3,14,38.14,22,136.97,192.97,129.36,113.77,182.39,163.13,126.7,179.5,314,248,2026-03-05 09:06:48.73885+00
35359,2026-02-19 16:42:29+00,5.14,280,2,16,29.14,58,32.57,43.97,34.66,35.18,45.93,46.42,34.14,45.44,55,64,2026-02-19 11:12:33.3691+00
35629,2026-03-05 15:36:53+00,9.96,325,3,15,28.58,55,135.78,194,136.97,129.36,192.97,182.39,134.04,189.79,313,258,2026-03-05 10:06:57.01681+00
35360,2026-02-19 17:30:13+00,4.63,300,2,17,29.14,54,30.53,42.32,32.57,34.66,43.97,45.93,32.59,44.07,52,54,2026-02-19 12:00:17.703917+00
35630,2026-03-05 16:36:30+00,7.2,320,3,16,36.14,26,124.76,182.52,135.78,136.97,194,192.97,132.5,189.83,305,199,2026-03-05 11:06:33.973512+00
35361,2026-02-19 19:17:07+00,2.57,320,2,19,27.14,61,24.69,38.42,30.53,32.57,42.32,43.97,29.26,41.57,41,47,2026-02-19 13:47:11.569864+00
35631,2026-03-05 17:25:03+00,10.86,329,3,17,28.72,54,107.4,160.75,124.76,135.78,182.52,194,122.65,179.09,258,187,2026-03-05 11:55:07.350246+00
35362,2026-02-19 20:43:44+00,1.54,300,2,20,27.14,65,25.25,40.17,24.69,30.53,38.42,42.32,26.82,40.3,42,47,2026-02-19 15:13:48.574442+00
35632,2026-03-05 19:11:18+00,5.14,340,3,19,33.14,31,81.37,120.42,107.4,124.76,160.75,182.52,104.51,154.56,172,142,2026-03-05 13:41:21.244498+00
35363,2026-02-19 21:42:23+00,0,0,2,21,27.14,65,25.98,41.71,25.25,24.69,40.17,38.42,25.31,40.1,43,44,2026-02-19 16:12:26.900259+00
35633,2026-03-05 20:42:05+00,4.12,350,3,20,32.14,33,69.8,102.57,81.37,107.4,120.42,160.75,86.19,127.91,133,135,2026-03-05 15:12:09.255062+00
35364,2026-02-19 23:00:22+00,2.06,230,2,23,27.14,65,28.46,44.97,25.98,25.25,41.71,40.17,26.56,42.28,47,63,2026-02-19 17:30:26.209472+00
35634,2026-03-05 21:38:50+00,5.7,350,3,21,28.62,58,60.61,89.3,69.8,81.37,102.57,120.42,70.59,104.1,103,158,2026-03-05 16:08:53.899552+00
35365,2026-02-19 23:42:59+00,2.06,240,2,23,26.14,73,28.46,44.97,28.46,25.98,44.97,41.71,27.63,43.88,47,64,2026-02-19 18:13:03.711504+00
35635,2026-03-05 23:56:24+00,3.09,60,3,23,32.14,29,51.8,77.83,60.61,69.8,89.3,102.57,60.74,89.9,87,113,2026-03-05 18:26:27.738255+00
35366,2026-02-20 00:53:26+00,2.06,220,2,0,26.14,73,30.55,47.38,28.46,28.46,44.97,44.97,29.16,45.77,52,67,2026-02-19 19:23:29.740956+00
35636,2026-03-06 01:13:04+00,2.06,170,3,1,31.14,29,48.18,72.33,51.8,60.61,77.83,89.3,53.53,79.82,81,88,2026-03-05 19:43:07.930356+00
17564,2024-01-01 02:00:00+00,1.01,357.19,1,2,23.97,93.04,39.52,89.47,41.23,31.51,85.08,79.1,37.42,84.55,89,null,2026-02-04 16:05:38.109222+00
17565,2024-01-01 03:00:00+00,0.99,9.45,1,3,23.79,95.42,52.25,93.2,39.52,41.23,89.47,85.08,44.33,89.25,93,null,2026-02-04 16:05:38.109222+00
17566,2024-01-01 04:00:00+00,1.22,15.5,1,4,23.58,92.07,62.91,97.54,52.25,39.52,93.2,89.47,51.56,93.4,108,null,2026-02-04 16:05:38.109222+00
17567,2024-01-01 05:00:00+00,0.53,16.49,1,5,23.81,83.98,58.99,96.83,62.91,52.25,97.54,93.2,58.05,95.86,98,null,2026-02-04 16:05:38.109222+00
17568,2024-01-01 06:00:00+00,0.65,156.77,1,6,24.16,82.82,56.62,98.72,58.99,62.91,96.83,97.54,59.51,97.7,99,null,2026-02-04 16:05:38.109222+00
17569,2024-01-01 07:00:00+00,0.28,274.1,1,7,23.58,87.97,58.8,95.61,56.62,58.99,98.72,96.83,58.14,97.05,98,null,2026-02-04 16:05:38.109222+00
17570,2024-01-01 08:00:00+00,0.23,334.94,1,8,23.44,89.94,63.57,105.3,58.8,56.62,95.61,98.72,59.66,99.88,110,null,2026-02-04 16:05:38.109222+00
17571,2024-01-01 10:00:00+00,0.44,208.11,1,10,27.11,76.2,60.27,103.54,60.82,63.57,100.76,105.3,61.55,103.2,103,null,2026-02-04 16:05:38.109222+00
17572,2024-01-01 11:00:00+00,0.08,254.94,1,11,29.31,63.48,64.69,113.31,60.27,60.82,103.54,100.76,61.93,105.87,114,null,2026-02-04 16:05:38.109222+00
17573,2024-01-01 12:00:00+00,1,221.89,1,12,31.19,56.37,57.47,109.01,64.69,60.27,113.31,103.54,60.81,108.62,106,null,2026-02-04 16:05:38.109222+00
17574,2024-01-01 13:00:00+00,1.03,287.52,1,13,32.4,52.79,44.14,93.73,57.47,64.69,109.01,113.31,55.43,105.35,94,null,2026-02-04 16:05:38.109222+00
17575,2024-01-01 14:00:00+00,0.35,6.32,1,14,30.84,69.73,32.98,87.36,44.14,57.47,93.73,109.01,44.86,96.7,87,null,2026-02-04 16:05:38.109222+00
17576,2024-01-01 15:00:00+00,0.69,169.38,1,15,30.57,67.43,40.6,93.3,32.98,44.14,87.36,93.73,39.24,91.46,93,null,2026-02-04 16:05:38.109222+00
17577,2024-01-01 16:00:00+00,0.19,262.64,1,16,29.76,69.26,43.48,92.8,40.6,32.98,93.3,87.36,39.02,91.15,93,null,2026-02-04 16:05:38.109222+00
17578,2024-01-01 17:00:00+00,0.65,353.1,1,17,28.34,75.03,41.77,93.2,43.48,40.6,92.8,93.3,41.95,93.1,93,null,2026-02-04 16:05:38.109222+00
17579,2024-01-01 18:00:00+00,1.19,355.99,1,18,27.03,83.8,35.85,91.87,41.77,43.48,93.2,92.8,40.37,92.62,92,null,2026-02-04 16:05:38.109222+00
17580,2024-01-01 19:00:00+00,0.74,322.92,1,19,26.5,89.14,41.68,91.23,35.85,41.77,91.87,93.2,39.77,92.1,91,null,2026-02-04 16:05:38.109222+00
17581,2024-01-01 20:00:00+00,0.87,300.12,1,20,25.81,90.4,41.57,87.59,41.68,35.85,91.23,91.87,39.7,90.23,88,null,2026-02-04 16:05:38.109222+00
17582,2024-01-01 21:00:00+00,0.59,308.69,1,21,25.76,89.72,38.35,83.87,41.57,41.68,87.59,91.23,40.53,87.56,84,null,2026-02-04 16:05:38.109222+00
17583,2024-01-01 22:00:00+00,0.85,319.64,1,22,25.01,84.87,36.83,80.74,38.35,41.57,83.87,87.59,38.92,84.07,81,null,2026-02-04 16:05:38.109222+00
17584,2024-01-01 23:00:00+00,0.65,309.33,1,23,24.61,83.63,39,79.63,36.83,38.35,80.74,83.87,38.06,81.41,80,null,2026-02-04 16:05:38.109222+00
17585,2024-01-02 00:00:00+00,0.77,336.31,1,0,24.25,85.22,38.21,78.15,39,36.83,79.63,80.74,38.01,79.51,78,null,2026-02-04 16:05:38.109222+00
17586,2024-01-02 01:00:00+00,0.97,344.35,1,1,23.84,86.01,42.98,79.59,38.21,39,78.15,79.63,40.06,79.12,80,null,2026-02-04 16:05:38.109222+00
17587,2024-01-02 02:00:00+00,1.04,304.61,1,2,23.65,89.7,44.56,81.51,42.98,38.21,79.59,78.15,41.92,79.75,82,null,2026-02-04 16:05:38.109222+00
17588,2024-01-02 03:00:00+00,0.9,319.91,1,3,23.53,91.61,45.78,83.85,44.56,42.98,81.51,79.59,44.44,81.65,84,null,2026-02-04 16:05:38.109222+00
17589,2024-01-02 04:00:00+00,1.12,17.24,1,4,23.15,93,48.31,83.19,45.78,44.56,83.85,81.51,46.22,82.85,83,null,2026-02-04 16:05:38.109222+00
17590,2024-01-02 05:00:00+00,1.32,291.67,1,5,22.94,93.62,46.76,85.79,48.31,45.78,83.19,83.85,46.95,84.28,86,null,2026-02-04 16:05:38.109222+00
17591,2024-01-02 06:00:00+00,0.28,334.49,1,6,22.9,93.8,47.15,86.15,46.76,48.31,85.79,83.19,47.41,85.04,86,null,2026-02-04 16:05:38.109222+00
17592,2024-01-02 07:00:00+00,0.48,341.36,1,7,22.76,94.52,50.88,88.44,47.15,46.76,86.15,85.79,48.26,86.79,88,null,2026-02-04 16:05:38.109222+00
17593,2024-01-02 08:00:00+00,0.25,282.32,1,8,23.24,90.39,58.58,91.82,50.88,47.15,88.44,86.15,52.2,88.8,98,null,2026-02-04 16:05:38.109222+00
17594,2024-01-02 09:00:00+00,0.53,353.9,1,9,24.61,85.11,66.69,110.12,58.58,50.88,91.82,88.44,58.72,96.79,120,null,2026-02-04 16:05:38.109222+00
17595,2024-01-02 10:00:00+00,0.69,356.57,1,10,25.18,88.34,68.84,117.09,66.69,58.58,110.12,91.82,64.7,106.34,128,null,2026-02-04 16:05:38.109222+00
17596,2024-01-02 11:00:00+00,0.25,339.32,1,11,28.07,75.53,71,120.67,68.84,66.69,117.09,110.12,68.84,115.96,135,null,2026-02-04 16:05:38.109222+00
17597,2024-01-02 12:00:00+00,0.58,231.08,1,12,30.18,70,65.68,116.32,71,68.84,120.67,117.09,68.51,118.03,117,null,2026-02-04 16:05:38.109222+00
17598,2024-01-02 13:00:00+00,1.19,161.75,1,13,29.5,71.58,60.75,120.49,65.68,71,116.32,120.67,65.81,119.16,114,null,2026-02-04 16:05:38.109222+00
17599,2024-01-02 14:00:00+00,1.24,162.15,1,14,29.5,71.28,60.73,118.05,60.75,65.68,120.49,116.32,62.39,118.29,112,null,2026-02-04 16:05:38.109222+00
17600,2024-01-02 15:00:00+00,0.84,4.42,1,15,29.66,72.05,55.25,112.76,60.73,60.75,118.05,120.49,58.91,117.1,109,null,2026-02-04 16:05:38.109222+00
17601,2024-01-02 16:00:00+00,1,353.54,1,16,28.69,78.95,53.57,109.49,55.25,60.73,112.76,118.05,56.52,113.43,107,null,2026-02-04 16:05:38.109222+00
17602,2024-01-02 17:00:00+00,0.93,344.7,1,17,27.3,85.72,48.38,107.11,53.57,55.25,109.49,112.76,52.4,109.79,105,null,2026-02-04 16:05:38.109222+00
17603,2024-01-02 18:00:00+00,0.63,295.59,1,18,26.61,88.14,51.07,102.19,48.38,53.57,107.11,109.49,51.01,106.26,102,null,2026-02-04 16:05:38.109222+00
17604,2024-01-02 19:00:00+00,0.8,285.66,1,19,26.08,87.62,47.75,93.78,51.07,48.38,102.19,107.11,49.07,101.03,94,null,2026-02-04 16:05:38.109222+00
17605,2024-01-02 20:00:00+00,0.9,350.45,1,20,25.41,86.03,43.59,86.87,47.75,51.07,93.78,102.19,47.47,94.28,87,null,2026-02-04 16:05:38.109222+00
17606,2024-01-02 21:00:00+00,1.07,350.7,1,21,24.72,86.44,36.94,78.53,43.59,47.75,86.87,93.78,42.76,86.39,79,null,2026-02-04 16:05:38.109222+00
17607,2024-01-02 22:00:00+00,0.94,332.35,1,22,24.47,82.74,32.63,69.92,36.94,43.59,78.53,86.87,37.72,78.44,70,null,2026-02-04 16:05:38.109222+00
17608,2024-01-02 23:00:00+00,0.18,353.55,1,23,24.51,64.76,26.14,61.65,32.63,36.94,69.92,78.53,31.9,70.03,62,null,2026-02-04 16:05:38.109222+00
17609,2024-01-03 00:00:00+00,1,325.11,1,0,23.24,72.53,14.91,52.85,26.14,32.63,61.65,69.92,24.56,61.47,53,null,2026-02-04 16:05:38.109222+00
17610,2024-01-03 01:00:00+00,0.51,304.86,1,1,22.79,76.18,19.51,56.05,14.91,26.14,52.85,61.65,20.19,56.85,56,null,2026-02-04 16:05:38.109222+00
17611,2024-01-03 02:00:00+00,0.81,28.17,1,2,22.4,79.13,21.95,57.61,19.51,14.91,56.05,52.85,18.79,55.5,58,null,2026-02-04 16:05:38.109222+00
17612,2024-01-03 03:00:00+00,1.24,281.52,1,3,22.48,83.34,22.8,62.11,21.95,19.51,57.61,56.05,21.42,58.59,62,null,2026-02-04 16:05:38.109222+00
17613,2024-01-03 04:00:00+00,0.66,299.66,1,4,22.3,81.43,22.66,63.62,22.8,21.95,62.11,57.61,22.47,61.11,64,null,2026-02-04 16:05:38.109222+00
17614,2024-01-03 05:00:00+00,1.04,358.75,1,5,22.01,83.95,23.64,61.28,22.66,22.8,63.62,62.11,23.03,62.34,61,null,2026-02-04 16:05:38.109222+00
17615,2024-01-03 06:00:00+00,0.69,303,1,6,21.98,85.66,29.57,58.44,23.64,22.66,61.28,63.62,25.29,61.11,58,null,2026-02-04 16:05:38.109222+00
17616,2024-01-03 07:00:00+00,0.65,15.05,1,7,21.88,90.59,30.93,60.09,29.57,23.64,58.44,61.28,28.05,59.94,60,null,2026-02-04 16:05:38.109222+00
17617,2024-01-03 08:00:00+00,0.6,203.64,1,8,22.52,91.11,35.98,72.4,30.93,29.57,60.09,58.44,32.16,63.64,72,null,2026-02-04 16:05:38.109222+00
17618,2024-01-03 09:00:00+00,1.28,262.71,1,9,23.75,89.81,51.15,90.44,35.98,30.93,72.4,60.09,39.35,74.31,90,null,2026-02-04 16:05:38.109222+00
17619,2024-01-03 10:00:00+00,0.36,52.78,1,10,26.09,79.63,63.69,100.89,51.15,35.98,90.44,72.4,50.27,87.91,110,null,2026-02-04 16:05:38.109222+00
17620,2024-01-03 11:00:00+00,1.1,244.16,1,11,28.14,72.48,68.77,118.73,63.69,51.15,100.89,90.44,61.2,103.35,128,null,2026-02-04 16:05:38.109222+00
17621,2024-01-03 12:00:00+00,1.1,182.53,1,12,28.92,72.97,66.08,120.93,68.77,63.69,118.73,100.89,66.18,113.52,118,null,2026-02-04 16:05:38.109222+00
17622,2024-01-03 13:00:00+00,0.75,184.1,1,13,29.33,74.47,67.41,124.75,66.08,68.77,120.93,118.73,67.42,121.47,123,null,2026-02-04 16:05:38.109222+00
17623,2024-01-03 14:00:00+00,0.12,330.55,1,14,29.7,73.29,67.41,124.75,67.41,66.08,124.75,120.93,66.97,123.48,123,null,2026-02-04 16:05:38.109222+00
17624,2024-01-03 15:00:00+00,0.44,218.32,1,15,29.56,69.44,45.39,115.68,67.41,67.41,124.75,124.75,60.07,121.73,111,null,2026-02-04 16:05:38.109222+00
17625,2024-01-03 16:00:00+00,1.12,356.2,1,16,28.35,76.89,42.59,107.66,45.39,67.41,115.68,124.75,51.8,116.03,105,null,2026-02-04 16:05:38.109222+00
17626,2024-01-03 17:00:00+00,0.85,282.17,1,17,27.02,84.15,40.92,101.24,42.59,45.39,107.66,115.68,42.97,108.19,101,null,2026-02-04 16:05:38.109222+00
17627,2024-01-03 18:00:00+00,0.86,292.59,1,18,26.03,88.48,41.06,96.21,40.92,42.59,101.24,107.66,41.52,101.7,96,null,2026-02-04 16:05:38.109222+00
17628,2024-01-03 19:00:00+00,0.96,0.66,1,19,25.14,91.05,41.54,82.43,41.06,40.92,96.21,101.24,41.17,93.29,82,null,2026-02-04 16:05:38.109222+00
17629,2024-01-03 20:00:00+00,0.93,19.99,1,20,24.85,93.08,36.39,78.15,41.54,41.06,82.43,96.21,39.66,85.6,78,null,2026-02-04 16:05:38.109222+00
17630,2024-01-03 21:00:00+00,0.98,339.8,1,21,24.84,92.97,39.44,78.84,36.39,41.54,78.15,82.43,39.12,79.81,79,null,2026-02-04 16:05:38.109222+00
17631,2024-01-03 22:00:00+00,1.21,23.82,1,22,24.22,89.49,40.07,75.98,39.44,36.39,78.84,78.15,38.63,77.66,76,null,2026-02-04 16:05:38.109222+00
17632,2024-01-03 23:00:00+00,0.87,14.11,1,23,23.62,93.81,37.78,74.78,40.07,39.44,75.98,78.84,39.1,76.53,75,null,2026-02-04 16:05:38.109222+00
17633,2024-01-04 00:00:00+00,0.8,347.12,1,0,23.61,97.26,43.65,89.07,37.78,40.07,74.78,75.98,40.5,79.94,89,null,2026-02-04 16:05:38.109222+00
17634,2024-01-04 01:00:00+00,1.31,19.41,1,1,23.17,99.26,51.3,91.57,43.65,37.78,89.07,74.78,44.24,85.14,92,null,2026-02-04 16:05:38.109222+00
17635,2024-01-04 02:00:00+00,1.14,359.5,1,2,22.87,99.71,46.95,97.02,51.3,43.65,91.57,89.07,47.3,92.55,97,null,2026-02-04 16:05:38.109222+00
17636,2024-01-04 03:00:00+00,1.09,11.68,1,3,22.55,99.71,51.66,98.07,46.95,51.3,97.02,91.57,49.97,95.55,98,null,2026-02-04 16:05:38.109222+00
17637,2024-01-04 04:00:00+00,1.33,27.18,1,4,22.37,99.71,53.33,97.65,51.66,46.95,98.07,97.02,50.65,97.58,98,null,2026-02-04 16:05:38.109222+00
17638,2024-01-04 05:00:00+00,1.27,1.03,1,5,22.11,99.71,58.61,103.88,53.33,51.66,97.65,98.07,54.53,99.87,103,null,2026-02-04 16:05:38.109222+00
17639,2024-01-04 06:00:00+00,0.57,26.01,1,6,21.94,99.71,60.2,106.07,58.61,53.33,103.88,97.65,57.38,102.53,104,null,2026-02-04 16:05:38.109222+00
17640,2024-01-04 07:00:00+00,1.01,303.49,1,7,21.71,99.71,57.92,109.13,60.2,58.61,106.07,103.88,58.91,106.36,106,null,2026-02-04 16:05:38.109222+00
17641,2024-01-04 08:00:00+00,0.98,337.39,1,8,21.83,99.71,62.12,113.56,57.92,60.2,109.13,106.07,60.08,109.59,109,null,2026-02-04 16:05:38.109222+00
17642,2024-01-04 09:00:00+00,0.52,33.78,1,9,23.93,96.99,65.58,115.85,62.12,57.92,113.56,109.13,61.87,112.85,117,null,2026-02-04 16:05:38.109222+00
17643,2024-01-04 10:00:00+00,0.78,293.11,1,10,25.22,87.34,68.21,114.87,65.58,62.12,115.85,113.56,65.3,114.76,126,null,2026-02-04 16:05:38.109222+00
17644,2024-01-04 11:00:00+00,0.49,16.97,1,11,27,81.31,62.31,107.39,68.21,65.58,114.87,115.85,65.37,112.7,105,null,2026-02-04 16:05:38.109222+00
17645,2024-01-04 12:00:00+00,0.83,8.66,1,12,28.81,77.27,51.49,100.13,62.31,68.21,107.39,114.87,60.67,107.46,86,null,2026-02-04 16:05:38.109222+00
17646,2024-01-04 13:00:00+00,0.87,311.35,1,13,29.49,76.56,46.5,93.91,51.49,62.31,100.13,107.39,53.43,100.48,94,null,2026-02-04 16:05:38.109222+00
17647,2024-01-04 14:00:00+00,1.27,21.45,1,14,29.39,75.19,43.72,91.17,46.5,51.49,93.91,100.13,47.24,95.07,91,null,2026-02-04 16:05:38.109222+00
17648,2024-01-04 15:00:00+00,0.46,294.35,1,15,30.02,71.24,43.12,84.81,43.72,46.5,91.17,93.91,44.45,89.96,85,null,2026-02-04 16:05:38.109222+00
17649,2024-01-04 16:00:00+00,0.68,0.08,1,16,28.87,73.53,38.65,85.04,43.12,43.72,84.81,91.17,41.83,87.01,85,null,2026-02-04 16:05:38.109222+00
17650,2024-01-04 17:00:00+00,1.07,332.07,1,17,27.21,78,33.15,81.52,38.65,43.12,85.04,84.81,38.31,83.79,82,null,2026-02-04 16:05:38.109222+00
17651,2024-01-04 18:00:00+00,0.87,325.71,1,18,25.44,89.77,38.21,78.45,33.15,38.65,81.52,85.04,36.67,81.67,78,null,2026-02-04 16:05:38.109222+00
17652,2024-01-04 19:00:00+00,0.66,340.76,1,19,25.03,93.81,38.75,77.19,38.21,33.15,78.45,81.52,36.7,79.05,77,null,2026-02-04 16:05:38.109222+00
17653,2024-01-04 20:00:00+00,0.72,345.28,1,20,24.4,97.28,37.4,77.23,38.75,38.21,77.19,78.45,38.12,77.62,77,null,2026-02-04 16:05:38.109222+00
17654,2024-01-04 21:00:00+00,1.06,5.48,1,21,24.09,99.32,37.44,79.14,37.4,38.75,77.23,77.19,37.86,77.85,79,null,2026-02-04 16:05:38.109222+00
17655,2024-01-04 22:00:00+00,0.95,356.2,1,22,23.65,99.32,39.83,76.85,37.44,37.4,79.14,77.23,38.22,77.74,77,null,2026-02-04 16:05:38.109222+00
17656,2024-01-04 23:00:00+00,0.86,312.07,1,23,23.09,96.62,37.92,73.51,39.83,37.44,76.85,79.14,38.4,76.5,74,null,2026-02-04 16:05:38.109222+00
17657,2024-01-05 00:00:00+00,1.15,353.8,1,0,22.51,99.74,39.42,71.33,37.92,39.83,73.51,76.85,39.06,73.9,71,null,2026-02-04 16:05:38.109222+00
17658,2024-01-05 01:00:00+00,0.5,345.68,1,1,23.05,99.89,41.9,74.35,39.42,37.92,71.33,73.51,39.75,73.06,74,null,2026-02-04 16:05:38.109222+00
17659,2024-01-05 02:00:00+00,0.63,345.9,1,2,22.37,98.97,41.65,77.64,41.9,39.42,74.35,71.33,40.99,74.44,78,null,2026-02-04 16:05:38.109222+00
17660,2024-01-05 03:00:00+00,0.63,342.11,1,3,21.9,97.41,55.44,83.26,41.65,41.9,77.64,74.35,46.33,78.42,92,null,2026-02-04 16:05:38.109222+00
17661,2024-01-05 04:00:00+00,0.38,331.09,1,4,21.7,97.58,52.34,85.52,55.44,41.65,83.26,77.64,49.81,82.14,87,null,2026-02-04 16:05:38.109222+00
17662,2024-01-05 05:00:00+00,1.16,359.33,1,5,21.37,99.3,54.33,84.2,52.34,55.44,85.52,83.26,54.04,84.33,90,null,2026-02-04 16:05:38.109222+00
17663,2024-01-05 06:00:00+00,0.9,3.44,1,6,21.18,99.3,51.56,87.32,54.33,52.34,84.2,85.52,52.74,85.68,87,null,2026-02-04 16:05:38.109222+00
17664,2024-01-05 07:00:00+00,0.51,9.03,1,7,21.09,99.3,51.1,89.58,51.56,54.33,87.32,84.2,52.33,87.03,90,null,2026-02-04 16:05:38.109222+00
17665,2024-01-05 08:00:00+00,0.61,58.57,1,8,21.46,99.3,52.92,94.76,51.1,51.56,89.58,87.32,51.86,90.55,95,null,2026-02-04 16:05:38.109222+00
17666,2024-01-05 09:00:00+00,0.74,331.34,1,9,22.75,96.78,65.3,122.64,52.92,51.1,94.76,89.58,56.44,102.33,116,null,2026-02-04 16:05:38.109222+00
17667,2024-01-05 10:00:00+00,0.23,46.52,1,10,24.55,84.26,73.44,131.98,65.3,52.92,122.64,94.76,63.89,116.46,143,null,2026-02-04 16:05:38.109222+00
17668,2024-01-05 11:00:00+00,0.47,229.3,1,11,26.96,74.66,67.57,120.82,73.44,65.3,131.98,122.64,68.77,125.15,123,null,2026-02-04 16:05:38.109222+00
17669,2024-01-05 12:00:00+00,0.31,170.66,1,12,29.6,67.13,62.19,115.53,67.57,73.44,120.82,131.98,67.73,122.78,111,null,2026-02-04 16:05:38.109222+00
17670,2024-01-05 13:00:00+00,1.76,170.28,1,13,28.76,73.75,54.28,119.97,62.19,67.57,115.53,120.82,61.35,118.77,114,null,2026-02-04 16:05:38.109222+00
17671,2024-01-05 14:00:00+00,1,183.65,1,14,29.48,70.75,53.97,118.3,54.28,62.19,119.97,115.53,56.81,117.93,112,null,2026-02-04 16:05:38.109222+00
17672,2024-01-05 15:00:00+00,0.62,339.79,1,15,29.22,72.44,42.83,103.39,53.97,54.28,118.3,119.97,50.36,113.89,103,null,2026-02-04 16:05:38.109222+00
17673,2024-01-05 16:00:00+00,1.09,351.03,1,16,28.74,74.93,42.44,100.25,42.83,53.97,103.39,118.3,46.41,107.31,70,null,2026-02-04 16:05:38.109222+00
17674,2024-01-05 17:00:00+00,0.75,289.12,1,17,27.19,80.65,37.18,95.71,42.44,42.83,100.25,103.39,40.82,99.78,96,null,2026-02-04 16:05:38.109222+00
17675,2024-01-05 18:00:00+00,1.04,334.37,1,18,25.63,89.99,41.03,80.94,37.18,42.44,95.71,100.25,40.22,92.3,81,null,2026-02-04 16:05:38.109222+00
17676,2024-01-05 19:00:00+00,1.18,19.96,1,19,24.36,93.87,39.72,79.92,41.03,37.18,80.94,95.71,39.31,85.52,80,null,2026-02-04 16:05:38.109222+00
17677,2024-01-05 20:00:00+00,0.7,359.65,1,20,24.44,94.72,38.67,83.75,39.72,41.03,79.92,80.94,39.81,81.54,84,null,2026-02-04 16:05:38.109222+00
17678,2024-01-05 21:00:00+00,1.11,7.3,1,21,24.17,98.7,41.58,82.26,38.67,39.72,83.75,79.92,39.99,81.98,82,null,2026-02-04 16:05:38.109222+00
17679,2024-01-05 22:00:00+00,0.83,352.35,1,22,23.67,98.65,45.32,85.5,41.58,38.67,82.26,83.75,41.86,83.84,86,null,2026-02-04 16:05:38.109222+00
